"","ID_no_Rep_dup","LogPopBio","Time","(weights)",".fitted",".resid"
"2988","75_1",5.55516066567333,78.7123677786818,1,5.54154620356683,0.0136144621065037
"2989","75_1",5.63941967178269,99.5423108218064,1,5.54848925777124,0.0909304140114475
"2990","76_1",1.01056299313508,1.73921887713601,1,0.969084947506103,0.0414780456289765
"2991","76_1",1.01001188044977,17.3006509357201,1,1.05660539627896,-0.0465935158291919
"2992","76_1",4.13249388592123,49.6847030105777,1,4.25922021431853,-0.126726328397298
"2993","76_1",4.63177136143919,51.8917819365337,1,4.42880705037856,0.202964311060626
"2994","76_1",5.09862504063817,69.6297803091945,1,5.19909702137596,-0.100471980737787
"2995","76_1",5.300179196604,78.4682668836452,1,5.34393117886554,-0.0437519822615426
"2996","76_1",5.36349592067165,90.6326281529699,1,5.43613630151108,-0.0726403808394247
"2997","76_1",5.53109541174819,158.228234336859,1,5.4954822340353,0.0356131777128947
"2998","76_1",5.53005442112039,187.622050447518,1,5.49576534622553,0.034289074894863
"2999","76_1",5.57163281148976,213.598454027665,1,5.4957932277918,0.0758395836979577
"3000","77_1",0.999938765257189,1.7290480065094,1,0.994869951962102,0.00506881329508746
"3001","77_1",0.997366906059083,74.3490642799023,1,0.995022147371287,0.00234475868779571
"3002","77_1",0.99675455863096,91.6395443449959,1,0.995068411409605,0.00168614722135507
"3003","77_1",0.996019741717216,112.388120423108,1,0.995130151388508,0.000889590328707501
"3004","77_1",0.994917516346601,143.510984540277,1,0.995237249058761,-0.000319732712159682
"3005","77_1",0.992958004576618,198.840520748576,1,0.995480208195588,-0.0025222036189696
"3006","77_1",0.99038614537851,271.460537021969,1,0.995937116833545,-0.00555097145503514
"3007","77_1",0.989528858979141,295.6672091131,1,0.996135422928802,-0.00660656394966097
"3008","77_1",0.987936755666029,340.622457282343,1,0.996582875635895,-0.00864611996986553
"3009","77_1",1.00747063862307,389.056143205858,1,0.997208617607114,0.0102620210159556
"3010","77_1",0.995131837946443,437.459316517494,1,0.998027824010549,-0.00289598606410613
"3011","77_1",1.00404149302559,485.882831570382,1,0.999101410935396,0.00494008209019459
"3012","77_1",1.00318420662623,510.089503661513,1,0.999757078543041,0.00342712808318879
"3013","77_1",1.00244938971248,530.838079739626,1,1.00039400751946,0.00205538219301937
"3014","77_1",1.00165333805593,553.315703824247,1,1.00117247864459,0.000480859411339019
"3015","77_1",1.00079605165656,577.522375915378,1,1.00212748744777,-0.00133143579120554
"3016","77_1",0.999938765257189,601.729048006509,1,1.00322052623869,-0.00328176098150335
"3017","78_1",0.999938765257189,1.72904800650952,1,0.896613887465575,0.103324877791614
"3018","78_1",1.07338983926023,27.7359641985354,1,1.25466423092189,-0.181274391661657
"3019","78_1",2.98421998870989,72.7929210740439,1,2.84812743597421,0.136092552735684
"3020","78_1",3.83342340202724,94.3551668022782,1,3.71743345598587,0.115989946041368
"3021","78_1",4.11935903358805,120.565500406835,1,4.58868528104666,-0.469326247458613
"3022","78_1",5.49977384079984,142.636289666395,1,5.1221096931237,0.377664147676136
"3023","78_1",5.75273456335637,199.938974776241,1,5.84963980436422,-0.0969052410078515
"3024","78_1",5.95202303383815,272.752237591538,1,6.11785781201438,-0.165834778176234
"3025","78_1",6.05746926096048,295.331570382425,1,6.14642128181229,-0.0889520208518091
"3026","78_1",6.3851669871191,342.3311635476,1,6.17595612260408,0.209210864515019
"3027","78_1",6.22488504780859,368.114320585842,1,6.1832688264081,0.0416162214004858
"3028","78_1",6.17987751184174,438.964605370219,1,6.1911038915767,-0.011226379734957
"3029","78_1",6.22157837169674,461.482912937347,1,6.19195791715029,0.0296204545464462
"3030","79_1",1.01097500688073,74.9972296212995,1,1.00734355015607,0.00363145672465603
"3031","79_1",1.02109380755091,97.3351009033488,1,1.05986923055677,-0.0387754230058557
"3032","79_1",1.29469061028685,124.393697491063,1,1.23854280820274,0.0561478020841115
"3033","79_1",1.90028785757559,170.51742465596,1,1.92553152261826,-0.0252436650426742
"3034","79_1",3.33554892289062,243.559382554412,1,3.36939798389379,-0.0338490610031665
"3035","79_1",3.81398657509079,268.970527274891,1,3.77159986085119,0.0423867142396004
"3036","79_1",4.12655373322829,292.827797364241,1,4.07503243089799,0.0515213023302952
"3037","79_1",4.40046188367717,339.035251529865,1,4.48211862468327,-0.0816567410061024
"3038","79_1",4.566721562381,364.525198133381,1,4.62731563780694,-0.0605940754259358
"3039","79_1",4.75246641878561,388.414481487714,1,4.72661642378891,0.0258499949967019
"3040","79_1",4.86989639784516,410.725264622469,1,4.79505260370214,0.0748437941430193
"3041","79_1",4.88984859711532,437.847887740151,1,4.85487722783959,0.034971369275727
"3042","79_1",4.90110900606624,530.398236807867,1,4.95034246694251,-0.0492334608762741
"3043","7_1",-4.1324963281865,0.00445632798576412,1,-4.08978602550185,-0.0427103026846449
"3044","7_1",-3.6216707044205,0.840760546642883,1,-3.70885612088542,0.0871854164649197
"3045","7_1",-3.15166707517477,2.23410576351748,1,-3.15950870618824,0.00784163101347257
"3046","7_1",-2.78876158148539,3.62819370172309,1,-2.70862739714009,-0.0801341843453041
"3047","7_1",-2.39789527279837,5.02525252525251,1,-2.34365180432053,-0.0542434684778437
"3048","7_1",-2.14006616349627,6.14379084967319,1,-2.1051645948055,-0.0349015686907688
"3049","7_1",-1.89890410667939,6.98603683897801,1,-1.95270933357779,0.0538052268983982
