"","ID_no_Rep_dup","LogPopBio","Time",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"3396","5_1",-2.59142770517565,8.31408775981527,-1.74636612580264,-0.845061579373013,0.169737619773535,0.18612035151236,1.12593598072285,-3.3188717689706
"3397","5_1",-2.23205990880017,23.0946882217088,-1.74164375739734,-0.490416151402826,0.154670466904652,0.25810686906431,0.333330027677102,-1.90880489390192
"3398","5_1",-1.61639043174898,47.1131639722863,-1.73396990873874,0.117579476989763,0.132301426435844,0.285552663858152,0.0155553362746852,0.451707059843221
"3399","5_1",-1.44133031765035,72.055427251732,-1.72600091205481,0.284670594404461,0.111843726618981,0.278130313956964,0.0735711706544624,1.08095523797559
"3400","5_1",-1.39474878291968,95.1501154734411,-1.71862221142154,0.32387342850186,0.0954193678584131,0.275650745279538,0.0783217168957708,1.21860083755322
"3401","5_1",-1.40285568821824,120.092378752887,-1.71065321473761,0.307797526519368,0.0804004527524485,0.276951293628238,0.0576741023943941,1.14861781296488
"3402","5_1",-1.44458913562921,143.187066974596,-1.70327451410434,0.258685378475128,0.0690120057612306,0.280057542935673,0.0341169225332559,0.959421922640689
"3403","5_1",-1.58714777791916,168.129330254042,-1.69530551742041,0.108157739501246,0.0594318753661642,0.285892504850397,0.00503203579204644,0.399091308401377
"3404","5_1",-1.61036212691763,192.147806004619,-1.6876316687618,0.0772695418441747,0.0528755978531152,0.286487812402983,0.00225344783664107,0.284128383263375
"3405","5_1",-1.60716182877432,216.166281755197,-1.6799578201032,0.0727959913288834,0.0489379944601281,0.286558775134561,0.00183583239299915,0.267123960117146
"3406","5_1",-1.658472910268,240.184757505774,-1.6722839714446,0.0138110611766022,0.0476190651872031,0.28707900789646,6.41214262816647e-05,0.0506444079607828
"3407","5_1",-1.54926804237363,264.203233256351,-1.664610122786,0.115342080412371,0.0489188100343401,0.285741786030347,0.00460686893143143,0.423242021717788
"3408","5_1",-1.53381783214029,288.221709006928,-1.6569362741274,0.12311844198711,0.0528372290015391,0.285545769864404,0.00571645268219896,0.452710531131127
"3409","5_1",-1.58141245704052,312.240184757506,-1.6492624254688,0.0678499684282787,0.0593743220888004,0.286624463570021,0.00197812576523692,0.25035198015018
"3410","5_1",-1.56557942418566,335.334872979215,-1.64188372483553,0.0763043006498683,0.0681295221749827,0.286493230834329,0.00292490567699546,0.282866186604359
"3411","5_1",-1.58817218295,360.27713625866,-1.6339147281516,0.0457425452015965,0.0803045306235084,0.286878180203844,0.00127198562143686,0.170690007857354
"3412","5_1",-1.68054453066222,384.295612009238,-1.626240879493,-0.054303651169225,0.094697646070956,0.286783053382562,0.00218172266128241,-0.204240564466639
"3413","5_1",-1.70619640766963,407.390300230947,-1.61886217885972,-0.0873342288099055,0.111006713811163,0.286267069973873,0.00685979061293399,-0.33147062340535
"3414","5_1",-1.74743543848162,432.332563510392,-1.61089318217579,-0.136542256305827,0.131339899326036,0.285014230495533,0.0207788102786359,-0.524266290497166
"3415","5_1",-1.75927662937588,455.427251732101,-1.60351448154252,-0.155762147833358,0.152684878835594,0.284314468947761,0.0330384425010172,-0.605548935042682
"3416","5_1",-1.81912354538513,480.369515011547,-1.59554548485859,-0.22357806052654,0.178456849061365,0.281149749653366,0.0846292373356533,-0.88272167516201
"3417","50_1",1,3.09278350515464,2.90873088716151,-1.90873088716151,0.324719564888009,1.02841181270657,0.728524760694406,-1.74070433811755
"3418","50_1",2.2413089971453,26.2886597938144,3.24046474217552,-0.999155745030222,0.247446433889414,1.36797362868453,0.122486305370439,-0.863151192137304
"3419","50_1",4.87670348339224,52.5773195876289,3.61642977785807,1.26027370553417,0.182608059603237,1.32213513259942,0.12190002136964,1.04465309061199
"3420","50_1",5.15361087506311,64.9484536082474,3.79335450053221,1.3602563745309,0.160455383779435,1.30225924764846,0.118283199480382,1.11255444495673
"3421","50_1",5.54510063570125,92.7835051546392,4.19143512654902,1.35366550915223,0.130173093903312,1.30970894984698,0.0885305314128627,1.08772056237496
"3422","50_1",5.68832859691032,190.20618556701,5.58471731760787,0.103611279302453,0.237477729768702,1.46077013118932,0.00123125126080773,0.0889207595620029
"3423","50_1",5.5260035742067,213.40206185567,5.91645117262188,-0.390447598415181,0.311929529412379,1.44649679693672,0.0282053149772933,-0.352751354292983
"3424","50_1",5.46871238972307,236.59793814433,6.2481850276359,-0.779472637912826,0.405190204755511,1.39009785281872,0.195397613737132,-0.757415542119745
"3425","52_1",1.00954853074727,3.09278350515464,0.775725029835817,0.233823500911453,0.392125613961751,0.323307968215534,0.284138919316183,0.938587305698853
"3426","52_1",1.00954853074727,23.1958762886598,1.09514578530877,-0.0855972545615038,0.303819625875222,0.347003684233094,0.0224930747488912,-0.321064572720458
"3427","52_1",1.00954853074727,46.3917525773196,1.46370819546988,-0.454159664722608,0.223873968021737,0.263372398246322,0.375416278880856,-1.6133770498945
"3428","52_1",2.59460463479435,115.979381443299,2.56939542595319,0.0252092088411588,0.125117567143902,0.349815897160492,0.00050873804187432,0.0843485861622692
"3429","52_1",3.36803562532334,142.268041237113,2.98709949080244,0.380936134520905,0.142883268889121,0.297751342194783,0.138217379981816,1.28773240211765
"3430","52_1",3.67358860923603,168.556701030928,3.4048035556517,0.268785053584335,0.190850663601213,0.323510918410303,0.103134370741353,0.935156320222819
"3431","52_1",3.75952538596147,191.752577319588,3.7733659658128,-0.0138405798513328,0.258255826105132,0.349949693320026,0.000440359422871897,-0.0502945182747465
