"","ID_no_Rep_dup","LogPopBio","Time","(weights)",".fitted",".resid"
"2794","56_1",5.20362220305338,120.037632771417,1,5.21332605088283,-0.00970384782945466
"2795","56_1",5.24179463604398,129.353107203403,1,5.21380908648329,0.0279855495606851
"2796","56_1",5.14697923797055,144.924348130406,1,5.21406713518163,-0.0670878972110813
"2797","56_1",5.33717646376823,149.532999122811,1,5.21409368455956,0.12308277920867
"2798","56_1",5.29947195092397,169.75106921612,1,5.21413438798598,0.0853375629379949
"2799","57_1",1.00002462737612,3.10879416055741,1,1.01599065740034,-0.015966030024223
"2800","57_1",1.0003201558896,21.7615591239018,1,1.01599135710428,-0.0156712012146758
"2801","57_1",4.185354082497,50.3815544879807,1,2.72132650366038,1.46402757883662
"2802","57_1",1.35251626182417,51.1942041896001,1,2.86374564354169,-1.51122938171752
"2803","57_1",5.68769790812645,73.2666427295576,1,5.51485664174081,0.172841266385643
"2804","57_1",5.94557116351005,149.358470327832,1,6.14270946586901,-0.197138302358963
"2805","57_1",6.16453316461936,169.50291108576,1,6.14318540171542,0.0213477629039449
"2806","57_1",6.13640870108693,194.381445407484,1,6.14326307416713,-0.00685437308020198
"2807","57_1",6.23191366569181,222.333322728285,1,6.1432709459232,0.0886427197686057
"2808","58_1",1.00950616718347,1.5516700678572,1,0.973197889617865,0.036308277565605
"2809","58_1",1.01073753598961,79.2715240817922,1,1.03261523911575,-0.0218777031261366
"2810","58_1",1.46732908930945,97.7933924489027,1,1.50364419832287,-0.0363151090134166
"2811","58_1",3.08382080326886,125.308947782257,1,3.05062100871944,0.033199794549422
"2812","58_1",4.24396723766966,149.846605551288,1,4.19554004559449,0.0484271920751658
"2813","58_1",4.68164496612706,174.591516264357,1,4.79331978684495,-0.111674820717891
"2814","58_1",5.12006151586815,245.968339385786,1,5.19030031007122,-0.0702387942030676
"2815","58_1",5.25359114920688,273.909308656901,1,5.20877014350922,0.0448210056976635
"2816","58_1",5.1588250058857,292.589343744461,1,5.21364704599179,-0.0548220401060933
"2817","58_1",5.34973642559095,342.275510064948,1,5.21756423309532,0.132172192495632
"2818","6_1",-3.73589761082575,1.1045364891518,1,-3.67382379933374,-0.0620738114920134
"2819","6_1",-3.36835844868229,1.93293885601574,1,-3.47221775655032,0.103859307868027
"2820","6_1",-3.10054127764064,3.58974358974353,1,-3.07631267151409,-0.0242286061265498
"2821","6_1",-2.75575405018445,5.2465483234713,1,-2.74081413150541,-0.0149399186790395
"2822","6_1",-2.53269281355934,6.9033530571991,1,-2.4871516183996,-0.0455411951597422
